timeStep	 T1_unique	 edge_1	 edge_2	 nT1
0 0 
1 0 
2 0 
3 0 
4 0 
5 0 
6 0 
7 0 
8 1 388 390 1 
9 0 
10 1 198 203 1 
11 0 
12 0 
13 0 
14 1 67 523 1 
15 1 346 428 1 
16 0 
17 2 332 339 1 328 330 1 
18 0 
19 0 
20 0 
21 0 
22 0 
23 1 220 653 1 
24 4 134 135 1 495 500 1 406 639 1 292 684 1 
25 0 
26 0 
27 0 
28 1 351 427 1 
29 0 
30 0 
31 0 
