timeStep	 ndiv_pMN	 ndiv_pD	 cell_ids	 daughter_ids 
0 0 0 
1 0 11 17 29 61 4 23 39 53 75 99 94 93 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 
2 0 1 98 122 123 
3 0 0 
4 0 1 63 124 125 
5 0 0 
6 0 0 
7 0 0 
8 0 4 10 46 15 84 126 127 128 129 130 131 132 133 
9 0 0 
10 0 0 
11 0 0 
12 0 0 
13 0 0 
14 0 0 
15 0 0 
16 0 0 
17 0 0 
18 0 0 
19 0 0 
20 0 0 
21 0 0 
22 0 0 
23 0 0 
24 0 0 
25 0 0 
26 0 0 
27 0 0 
28 0 0 
29 0 0 
30 0 0 
31 0 0 
